City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,waingapu,-9.6567,120.2641,26.95,79,100,7.98,ID,1683592003
282,lebrija,36.9208,-6.0753,23.22,72,0,0.51,ES,1683592009
283,aktobe,50.2797,57.2072,9.05,53,0,5.0,KZ,1683592014
284,sona,45.4388,10.8255,16.55,94,40,0.51,IT,1683592020
285,fano,43.8204,13.0121,17.1,89,100,2.53,IT,1683592026
286,nemuro,43.3236,145.575,4.98,80,3,6.28,JP,1683592031
287,burutu,5.3509,5.5076,26.83,82,75,2.37,NG,1683592037
288,les avirons,-21.2418,55.3394,22.03,73,0,4.12,RE,1683592042
289,piacabucu,-10.4056,-36.4344,25.38,84,19,2.09,BR,1683592048
290,trevelin,-43.0858,-71.4639,7.71,67,93,1.61,AR,1683592059
291,kabare,-2.4683,28.8242,16.14,96,85,0.28,CD,1683592064
292,jinjing,24.575,118.5972,21.23,78,82,11.59,CN,1683592070
293,selfoss,63.9331,-20.9971,9.47,94,100,1.67,IS,1683592029
294,khandyga,62.6667,135.6,-0.66,47,87,1.9,RU,1683592081
295,afaahiti,-17.75,-149.2833,28.93,76,34,2.36,PF,1683591832
296,arraial do cabo,-22.9661,-42.0278,24.31,83,6,8.64,BR,1683592090
297,nova sintra,14.8667,-24.7167,20.47,80,0,8.55,CV,1683592097
298,arteche,12.2645,125.4048,28.72,69,70,0.49,PH,1683592103
299,malanville,11.8685,3.3899,31.48,34,10,2.65,BJ,1683592109
300,richards bay,-28.783,32.0377,19.43,85,100,2.27,ZA,1683592114
301,soledade,-28.8183,-52.5103,11.02,93,91,0.78,BR,1683592120
302,tolanaro,-25.0319,46.9987,22.04,88,20,5.14,MG,1683592125
303,neelankarai,12.9455,80.2575,28.35,89,20,1.03,IN,1683592131
304,jamestown,42.097,-79.2353,16.77,47,0,3.6,US,1683592074
305,tegueste,28.5167,-16.3167,18.88,86,40,6.17,ES,1683592104
306,rongelap,11.1635,166.8941,27.25,80,98,7.7,MH,1683592153
307,mejit,10.2753,170.8646,27.72,82,100,7.19,MH,1683592164
308,san martin de los andes,-40.1604,-71.3486,8.82,68,97,0.45,AR,1683592169
309,glace bay,46.1969,-59.957,4.32,95,100,7.2,CA,1683592175
310,corner brook,48.9667,-57.9484,3.09,95,100,2.01,CA,1683592181
311,wad az zaki,14.4619,32.2065,29.35,13,3,7.04,SD,1683592186
312,colesberg,-30.72,25.0972,13.12,63,75,1.37,ZA,1683592192
313,coruripe,-10.1256,-36.1756,25.15,84,15,2.11,BR,1683592085
314,igarka,67.4667,86.5833,-5.84,92,100,3.17,RU,1683592203
315,ha'il,27.5219,41.6907,22.01,28,0,1.03,SA,1683592091
316,kismayo,-0.3582,42.5454,26.46,81,99,6.54,SO,1683592214
317,cacador,-26.7753,-51.015,14.81,99,89,0.43,BR,1683592009
318,sidney,-33.8679,151.2073,17.95,53,75,7.2,AU,1683592228
319,iskateley,67.6803,53.1512,-0.85,85,100,5.74,RU,1683592236
320,punta del este,-34.9667,-54.95,16.04,87,0,6.26,UY,1683592202
321,culebra,18.303,-65.301,28.05,84,100,3.13,PR,1683592247
322,remire-montjoly,4.9167,-52.2667,25.02,100,75,3.6,GF,1683592253
323,sangin,32.0728,64.8359,19.94,13,0,0.93,AF,1683592259
324,campbellton,48.0075,-66.6727,5.25,62,100,2.08,CA,1683592264
325,prado,-17.3411,-39.2208,23.71,89,0,2.89,BR,1683592270
326,balkanabat,39.5108,54.3671,21.05,52,6,3.05,TM,1683592276
327,acarau,-2.8856,-40.12,25.89,85,68,3.85,BR,1683592173
328,hell-ville,-13.4,48.2667,25.59,76,0,2.9,MG,1683592287
329,utrik,11.2278,169.8474,26.94,84,100,8.53,MH,1683592292
330,wanning,18.8003,110.3967,27.05,86,91,4.51,CN,1683592298
331,queenstown,-31.8976,26.8753,10.1,83,89,0.99,ZA,1683592128
332,tofol,5.3248,163.0078,27.88,83,100,2.57,FM,1683592309
333,shimanovsk,52.0,127.7,5.63,48,100,8.19,RU,1683592315
334,san andres,12.5847,-81.7006,29.01,70,20,3.6,CO,1683592320
335,puerto maldonado,-12.6,-69.1833,21.29,97,99,1.07,PE,1683592126
336,uturoa,-16.7333,-151.4333,27.86,74,15,3.43,PF,1683592332
337,kralendijk,12.15,-68.2667,26.99,83,75,8.23,BQ,1683592251
338,brisas de zicatela,15.8369,-97.0419,31.29,66,40,3.09,MX,1683592343
339,cabras,39.93,8.5314,13.29,88,5,2.65,IT,1683592348
340,bozhou,33.8772,115.7703,16.78,53,10,2.88,CN,1683592181
341,olyokminsk,60.3736,120.4264,4.64,62,98,3.4,RU,1683592359
342,salinas,36.6777,-121.6555,19.44,67,0,6.69,US,1683592339
343,bikenibeu village,1.3673,173.1241,30.98,70,40,3.6,KI,1683592370
344,tamanrasset,22.785,5.5228,24.95,12,0,1.54,DZ,1683592376
345,kearney,40.6995,-99.0815,26.95,25,0,3.6,US,1683592382
346,liwale,-9.7667,37.9333,17.12,82,0,1.89,TZ,1683592387
347,rzhaksa,52.1338,42.0264,2.73,71,100,3.87,RU,1683592393
348,pimentel,-6.8367,-79.9342,25.16,78,20,8.75,PE,1683592398
349,chimore,-16.9833,-65.1333,19.87,94,100,0.45,BO,1683592404
350,sao vicente,-23.9631,-46.3919,27.37,26,11,1.65,BR,1683592385
351,pijijiapan,15.7011,-93.23,28.9,77,12,1.35,MX,1683592415
352,vargem grande,-3.5431,-43.9158,24.37,86,32,0.46,BR,1683592420
353,akalgarh,29.8167,75.8833,24.87,34,0,2.3,IN,1683592426
354,fisterra,42.9049,-9.2629,17.79,97,100,3.86,ES,1683592432
355,as sulayyil,20.4607,45.5779,29.14,17,32,4.03,SA,1683592443
356,konstantinovka,49.6167,127.9833,7.87,36,100,10.03,RU,1683592449
357,al minya,28.1099,30.7503,19.29,59,0,5.78,EG,1683592454
358,la verne,34.1008,-117.7678,24.13,61,0,6.69,US,1683592460
359,pak phanang,8.3511,100.202,27.01,78,100,1.38,TH,1683592465
360,kashgar,39.4547,75.9797,11.56,43,0,4.0,CN,1683592471
361,ola,59.5833,151.2833,5.08,76,23,1.23,RU,1683592476
362,suntar,62.1444,117.6319,3.21,82,99,4.82,RU,1683592482
363,hobe sound,27.0595,-80.1364,24.99,69,0,2.57,US,1683592220
364,beypore,11.1833,75.8167,26.58,78,40,1.03,IN,1683592499
365,salinopolis,-0.6136,-47.3561,26.24,86,92,3.34,BR,1683592504
366,vigan,17.5747,120.3869,30.43,62,62,0.58,PH,1683592510
367,jalai nur,49.45,117.7,15.3,20,0,5.37,CN,1683592515
368,doctor juan leon mallorquin,-25.4,-55.2667,16.85,76,100,1.67,PY,1683592521
369,crescent city,41.756,-124.2018,13.19,76,0,4.63,US,1683592264
370,novodvinsk,64.4165,40.8122,2.01,96,100,1.8,RU,1683592532
371,kiunga,-6.1219,141.2906,23.93,100,100,0.87,PG,1683592543
372,juhaynah,26.6732,31.4976,20.18,36,0,3.11,EG,1683592549
373,dalnegorsk,44.5604,135.5701,12.38,29,100,6.18,RU,1683592555
374,eydhafushi,5.1033,73.0708,28.54,74,18,5.58,MV,1683592561
375,mili,6.0815,171.735,28.4,80,100,6.51,MH,1683592566
376,kingston,17.997,-76.7936,28.53,83,40,9.26,JM,1683592310
377,homer,59.6425,-151.5483,5.94,63,100,4.92,US,1683592468
378,katoro,-3.0203,31.8958,17.48,89,82,0.9,TZ,1683592583
379,sanchursk,56.9413,47.2499,-0.01,77,0,1.05,RU,1683592588
380,labrador city,52.9463,-66.9114,0.95,55,75,3.6,CA,1683592594
381,mar del plata,-38.0023,-57.5575,13.94,93,75,3.09,AR,1683592355
382,san juan de uraba,8.7592,-76.5297,27.08,85,100,4.77,CO,1683592605
383,saint-francois,46.4154,3.9054,11.69,94,0,1.03,FR,1683592320
384,kruisfontein,-34.0033,24.7314,13.27,76,61,1.96,ZA,1683592616
385,reuleuet,5.2167,96.2833,27.36,76,100,1.55,ID,1683592622
386,cariati,39.4922,16.9594,16.37,89,100,3.04,IT,1683592627
387,grosse pointe park,42.3759,-82.9374,18.08,53,100,5.14,US,1683592633
388,sinop,41.7711,34.8709,7.9,96,78,0.73,TR,1683592638
389,juan griego,11.0817,-63.9655,27.07,89,99,9.77,VE,1683592644
390,kailua-kona,19.6406,-155.9956,28.06,71,40,6.17,US,1683592650
391,nuuk,64.1835,-51.7216,0.34,93,75,3.09,GL,1683592655
392,fada,9.5667,8.3,23.14,70,10,0.31,NG,1683592661
393,katsuura,35.1333,140.3,15.62,58,99,8.95,JP,1683592666
394,timbuktu,16.7735,-3.0074,33.87,24,100,6.09,ML,1683592672
395,caromatan,7.7959,123.7145,30.84,62,75,1.75,PH,1683592678
396,ust-tsilma,65.441,52.1498,0.65,99,100,3.53,RU,1683592683
397,riberalta,-10.9833,-66.1,21.45,99,91,1.36,BO,1683592689
398,biga,40.2281,27.2422,11.51,94,100,2.49,TR,1683592694
399,margate,51.3813,1.3862,12.72,87,100,2.24,GB,1683592705
400,tanhacu,-14.0214,-41.2481,22.76,73,0,1.8,BR,1683592711
401,lardjem,35.748,1.5481,13.8,61,26,1.52,DZ,1683592716
402,dori,14.0354,-0.0345,31.68,38,82,5.51,BF,1683592722
403,chunskiy,56.0815,99.6342,16.03,41,33,2.48,RU,1683592728
404,morehead city,34.7229,-76.726,23.34,89,20,7.2,US,1683592734
405,vung tau,10.346,107.0843,29.46,73,83,3.09,VN,1683592739
406,bodo,67.28,14.405,8.21,63,0,5.14,NO,1683592745
407,makubetsu,45.3714,141.8211,9.84,71,75,10.8,JP,1683592750
408,beipiao,41.7919,120.7792,19.21,12,100,4.85,CN,1683592756
409,timaru,-44.4,171.25,16.71,93,100,2.24,NZ,1683592762
410,chibougamau,49.9168,-74.3659,5.79,39,0,5.14,CA,1683592767
411,gurupi,-11.7292,-49.0686,23.44,62,41,1.52,BR,1683592773
412,divnomorskoye,44.5011,38.1353,12.39,95,100,2.16,RU,1683592778
413,hoemul-li,41.4339,129.67,15.61,38,0,1.16,KP,1683592784
414,altay,47.8667,88.1167,7.77,67,100,0.84,CN,1683592789
415,oroqen zizhiqi,50.5667,123.7167,9.89,21,2,7.06,CN,1683592795
416,chhor,25.5167,69.7667,28.16,49,0,4.84,PK,1683592801
417,hirara,24.8,125.2833,23.92,64,20,9.26,JP,1683592806
418,galliano,29.4422,-90.2992,27.0,78,40,3.09,US,1683592812
419,labytnangi,66.6572,66.4183,-6.02,92,100,2.25,RU,1683592817
420,changji,44.0167,87.3167,15.44,33,0,4.0,CN,1683592823
421,freetown,8.484,-13.2299,25.84,83,75,4.12,SL,1683592834
422,grande prairie,55.1667,-118.8027,17.1,39,75,3.09,CA,1683592574
423,acapulco de juarez,16.8634,-99.8901,30.9,66,0,4.63,MX,1683592692
424,benguela,-12.5763,13.4055,25.07,86,1,0.28,AO,1683592850
425,dipayal,29.2608,80.94,20.62,49,0,1.67,NP,1683592742
426,charters towers,-20.1,146.2667,18.95,19,0,6.64,AU,1683592572
427,necochea,-38.5473,-58.7368,13.71,74,81,7.36,AR,1683592867
428,guajara mirim,-10.7828,-65.3394,21.46,99,100,1.75,BR,1683592873
429,leh,34.1667,77.5833,-3.14,85,71,0.96,IN,1683592883
430,scottburgh,-30.2867,30.7532,18.07,86,99,1.66,ZA,1683592889
431,salekhard,66.53,66.6019,-5.5,94,100,3.0,RU,1683592647
432,dudinka,69.4058,86.1778,-7.81,97,100,4.75,RU,1683592900
433,mossel bay,-34.1831,22.146,11.96,87,4,2.24,ZA,1683592905
434,kone,-21.0595,164.8658,26.52,60,99,3.25,NC,1683592911
435,kyzyl,51.7,94.45,11.7,67,99,1.39,RU,1683592916
436,okahao,-17.885,15.0667,22.85,31,2,3.2,NA,1683592922
437,murghob,38.1702,73.9667,-5.39,87,100,1.22,TJ,1683592927
438,nianzishan,47.5167,122.8833,14.81,16,32,5.93,CN,1683592933
439,howrah,22.5892,88.3103,31.0,74,75,2.57,IN,1683592939
440,barranca,-10.75,-77.7667,21.99,85,45,3.99,PE,1683592944
441,imperial,33.0334,-115.4175,33.32,13,0,4.97,US,1683592727
442,arezzo,43.4724,11.869,14.19,92,16,2.25,IT,1683592955
443,san antonio,29.4241,-98.4936,31.06,67,75,6.17,US,1683592677
444,kimbe,-5.5502,150.1429,31.84,61,10,1.49,PG,1683592966
445,zhangye,38.9342,100.4517,9.27,63,65,0.6,CN,1683592751
446,lalago,-3.45,33.95,20.0,80,89,2.56,TZ,1683592978
447,faya-largeau,17.9257,19.1043,27.53,15,28,5.89,TD,1683592983
448,villa madero,19.4,-101.2667,17.66,52,100,2.07,MX,1683592989
449,tabou,4.423,-7.3528,26.88,83,32,2.3,CI,1683592994
450,viqueque,-8.8673,126.3658,25.96,88,100,2.88,TL,1683593000
451,biltine,14.5333,20.9167,30.86,25,100,3.51,TD,1683593006
452,lupane,-18.9315,27.807,13.91,61,5,3.47,ZW,1683593011
453,agapovka,53.2973,59.1348,2.74,47,100,5.18,RU,1683593017
454,saipan,15.1355,145.701,30.39,70,20,6.17,MP,1683593022
455,sitka,57.0531,-135.33,9.94,66,100,2.57,US,1683593028
456,kachug,53.9606,105.8817,13.78,40,13,1.58,RU,1683593033
457,nizhniy lomov,53.5304,43.6766,2.13,70,99,2.81,RU,1683593039
458,usogorsk,63.4106,48.6872,2.33,91,100,3.91,RU,1683593045
459,inhambane,-23.865,35.3833,20.15,93,2,2.26,MZ,1683593050
460,russkaya polyana,49.417,31.9201,5.49,72,78,3.98,UA,1683593061
461,north bend,43.4065,-124.2243,14.4,79,0,5.66,US,1683593067
462,malakal,9.5334,31.6605,29.31,46,98,1.7,SS,1683593072
463,ghadamis,30.1337,9.5007,17.04,68,0,8.15,LY,1683593078
464,kaspiysk,42.8816,47.6392,15.1,76,100,7.15,RU,1683592833
465,nyurba,63.2842,118.3319,1.35,85,100,5.61,RU,1683593089
466,plaza huincul,-38.926,-69.2086,12.3,46,100,1.21,AR,1683593095
467,pisco,-13.7,-76.2167,20.03,88,75,5.14,PE,1683593100
468,wangkui,46.8333,126.5,11.99,17,0,9.87,CN,1683593106
469,bermeo,43.4209,-2.7215,15.69,63,100,1.71,ES,1683593112
470,tomah,43.9786,-90.504,14.74,100,100,0.0,US,1683593117
471,kaiama,9.6225,3.9481,26.73,67,51,2.16,NG,1683593123
472,elverum,60.8819,11.5623,2.97,93,100,1.74,NO,1683593128
473,baise city,23.8997,106.6133,19.77,87,100,1.41,CN,1683593134
474,juegang,32.3174,121.1855,17.81,49,28,2.77,CN,1683593139
475,hami,42.8,93.45,14.59,16,23,1.83,CN,1683593145
476,creel,27.75,-107.6333,18.58,11,0,6.6,MX,1683593151
477,kolonia town,6.964,158.206,34.0,62,75,2.06,FM,1683593156
478,aiquile,-18.2041,-65.1807,13.08,87,100,1.46,BO,1683593162
479,porto novo,6.4965,2.6036,27.9,83,97,2.23,BJ,1683593167
480,turar ryskulov,42.5333,70.3333,12.57,44,0,2.71,KZ,1683593173
481,whangarei,-35.7317,174.3239,19.0,98,100,5.96,NZ,1683593179
482,daun,50.2,6.8333,13.57,94,99,2.57,DE,1683593184
483,lautoka,-17.6167,177.4667,28.92,65,20,3.6,FJ,1683593190
484,motygino,58.1831,94.7592,15.13,54,49,3.51,RU,1683593196
485,lospalos,-8.5186,127.0025,23.6,93,100,4.64,TL,1683593201
486,bamboo flat,11.7,92.7167,29.04,77,100,5.18,IN,1683593207
487,arar,30.9753,41.0381,22.01,28,0,8.23,SA,1683593212
488,ngala,12.3377,14.1805,29.9,30,33,3.41,NG,1683593218
489,aktau,43.65,51.2,11.32,87,0,4.0,KZ,1683593223
490,kaa-khem,51.6833,94.7333,11.16,68,100,1.26,RU,1683593229
491,geraldton,-28.7667,114.6,20.23,49,40,4.63,AU,1683593045
492,tarko-sale,64.9225,77.785,-7.2,72,100,13.86,RU,1683593240
493,donggang,28.9365,114.2259,18.9,58,4,1.64,CN,1683593246
494,picos,-7.0769,-41.4669,22.72,68,31,1.32,BR,1683593257
495,conduaga,8.862,117.4893,29.7,68,98,0.8,PH,1683593262
496,kurumkan,54.3,110.3,11.2,52,7,1.14,RU,1683593268
497,at-bashi,41.1702,75.8106,5.15,47,100,1.15,KG,1683593273
498,wladyslawowo,54.7909,18.4009,7.19,75,8,3.02,PL,1683593279
499,enumclaw,47.2043,-121.9915,18.07,63,100,1.61,US,1683593285
500,chos malal,-37.3781,-70.2709,16.15,18,100,1.96,AR,1683593100
501,molalla,45.1473,-122.577,14.26,77,75,6.69,US,1683593296
502,mutoko,-17.397,32.2268,9.77,78,0,1.61,ZW,1683593301
503,torghay,49.6339,63.4981,13.69,57,100,5.74,KZ,1683593307
504,taroa,8.7058,171.2275,28.28,81,100,6.83,MH,1683593313
505,chom bueng,13.62,99.5917,29.56,68,100,0.68,TH,1683593318
506,bay wood,40.7501,-73.2912,21.57,63,0,2.57,US,1683593324
507,ontario,34.0633,-117.6509,24.25,61,20,6.17,US,1683593329
508,dul'durga,50.6761,113.5931,14.22,29,6,2.26,RU,1683593335
509,dauphin,51.1494,-100.0502,11.08,82,100,3.09,CA,1683593341
510,nadym,65.5333,72.5167,-8.6,83,12,7.52,RU,1683593346
511,nampula,-15.1165,39.2666,18.97,94,0,2.24,MZ,1683593352
512,ardestan,33.3761,52.3694,22.71,17,100,1.76,IR,1683593357
513,taltal,-25.4,-70.4833,19.42,64,0,2.47,CL,1683593363
514,trincomalee,8.5711,81.2335,26.52,84,100,4.36,LK,1683593374
515,rimouski,48.4488,-68.524,5.1,71,22,4.16,CA,1683593385
516,mchinji,-13.7984,32.8802,12.46,88,54,1.58,MW,1683593391
517,castillos,-34.1667,-53.8333,12.36,80,0,2.97,UY,1683593397
518,san jose,37.3394,-121.895,19.62,58,20,10.28,US,1683593205
519,morant bay,17.8815,-76.4093,28.79,84,100,3.95,JM,1683593408
520,umm kaddadah,13.6017,26.6876,26.27,16,39,6.41,SD,1683593413
521,murray bridge,-35.1167,139.2667,15.07,69,67,3.63,AU,1683593419
522,carnarvon,-24.8667,113.6333,24.32,47,55,2.91,AU,1683593424
523,lapuyan,7.6379,123.1944,30.66,66,95,1.1,PH,1683593430
524,rouyn-noranda,48.2398,-79.0288,10.05,32,100,2.57,CA,1683593344
525,dzhangala,49.2167,50.3333,6.88,72,100,8.48,KZ,1683593441
526,cimitarra,6.3142,-73.9497,27.09,81,87,1.6,CO,1683593447
527,yambio,4.5721,28.3955,19.98,92,100,0.25,SS,1683593452
528,phitsanulok,16.9167,100.5,27.06,65,100,1.12,TH,1683593458
529,qamdo,31.1667,97.2333,3.91,44,99,3.25,CN,1683593464
530,pea ridge,38.414,-82.3199,23.43,80,83,0.45,US,1683593469
531,markovo,57.3206,107.0881,13.41,66,12,2.26,RU,1683593480
532,verkhnyaya sinyachikha,57.976,61.6673,-0.81,66,0,1.57,RU,1683593486
533,cadillac,44.2519,-85.4012,13.95,62,0,0.0,US,1683593464
534,taunggyi,20.7833,97.0333,23.0,66,79,1.96,MM,1683593497
535,namibe,-15.1961,12.1522,22.84,78,32,1.72,AO,1683593502
536,timimoun,29.2639,0.231,25.21,14,0,3.09,DZ,1683593508
537,beroroha,-21.6667,45.1667,20.03,80,4,1.88,MG,1683593514
538,happy valley-goose bay,53.3168,-60.3315,2.17,69,75,6.69,CA,1683593519
539,businga,3.3333,20.8833,21.71,99,100,0.95,CD,1683593525
540,bardai,11.65,7.2333,26.61,40,2,2.2,NG,1683593530
541,minggang,32.4586,114.0486,19.27,45,8,3.65,CN,1683593536
542,tongliao,43.6125,122.2653,17.15,14,0,3.04,CN,1683593542
543,minas de marcona,-15.2119,-75.1103,15.61,86,47,5.06,PE,1683593547
544,burley,42.5357,-113.7928,11.83,71,75,5.81,US,1683593558
545,fushun,41.8558,123.9233,17.84,19,0,4.38,CN,1683593563
546,barra de santo antonio,-9.4047,-35.5072,25.6,81,24,1.71,BR,1683593569
547,sarandi del yi,-33.35,-55.6333,11.28,70,0,2.68,UY,1683593574
548,karagay,58.2667,54.9368,-1.19,70,4,1.27,RU,1683593580
549,inverloch,-38.6333,145.7167,14.03,77,86,6.72,AU,1683593586
550,turochak,52.2576,87.1224,14.2,61,1,1.24,RU,1683593591
551,azul,-36.777,-59.8585,9.69,80,0,3.16,AR,1683593597
552,siracusa,37.0881,15.2792,15.65,72,100,2.2,IT,1683593602
553,kutum,14.2,24.6667,23.15,18,92,3.05,SD,1683593608
554,san jose del cabo,23.0589,-109.6977,30.33,46,10,0.45,MX,1683593613
555,spring creek,40.7266,-115.5859,13.27,30,2,6.77,US,1683593619
556,angaur state,6.906,134.13,28.59,73,100,1.02,PW,1683593624
557,egilsstadir,65.2653,-14.3948,5.95,100,75,2.57,IS,1683593635
558,ulsteinvik,62.3432,5.8487,14.5,69,100,0.89,NO,1683593641
559,holualoa,19.6228,-155.9522,25.91,71,40,6.17,US,1683593600
560,mayya,61.7333,130.2811,-0.38,36,5,2.43,RU,1683593652
561,zdvinsk,54.7021,78.661,12.01,33,100,4.87,RU,1683593658
562,nouna,12.7333,-3.8667,29.32,42,100,2.89,BF,1683593664
563,lobujya,27.95,86.8167,-11.68,38,0,0.71,NP,1683593669
564,bojnurd,37.4747,57.329,13.97,54,0,3.09,IR,1683593675
